number,id,city,city-fa,country-sh,country,
494,479198,Ulu-Telyak,اولو-تلیاک,RU,Russia,
495,478071,Ust-Katav,اوست-کاتاو,RU,Russia,
496,1495022,Petukhovo,پتوخوو,RU,Russia,
497,1520172,Petropavlovsk,پتروپاولوسک,KZ,Kazakhstan,
498,1522203,Kokshetau,کوکشتاو,KZ,Kazakhstan,
499,1519244,Shchuchinsk,شوچوچینسک,KZ,Kazakhstan,
500,1520844,Moyynty,شادی,KZ,Kazakhstan,
501,1519563,Saryshaghan,ساریشقان,KZ,Kazakhstan,
502,1519030,Shu,شو,KZ,Kazakhstan,
503,1524958,Burunday,بوروندای,KZ,Kazakhstan,
504,1526384,Almaty,الماتی,KZ,Kazakhstan,
505,525719,Mokrous,موکروس,RU,Russia,
506,504000,Pushkino,پوشکینو,RU,Russia,
507,505057,Privolzhskiy,پریولژسکی,RU,Russia,
508,527034,Mikhaylov,میخائیلوف,RU,Russia,
509,1267154,Khajuraho,خواجوراهو,IN,India,
510,1274369,Chhala,چهالا,IN,India,
511,1279233,Ahmadabad,احمداباد,IN,India,
512,1255175,Talaja,طلاجا,IN,India,
513,1273287,Delvada,دلوادا,IN,India,
514,1272502,Diu,دیو,IN,India,
515,498677,Saratov,ساراتوف,RU,Russia,
516,477301,Valday,والدای,RU,Russia,
517,518970,Novocherkassk,نووچرکاسک,RU,Russia,
518,290030,Doha,دوحه,QA,Qatar,
519,569077,Chernaya,چرنایا,RU,Russia,
520,6697077,Kievskij,کیوسکیج,RU,Russia,
521,468902,Yaroslavl,یاروسلاول,RU,Russia,
522,456172,Riga,ریگا,LV,Latvia,
523,712374,Berezhani,برژانی,UA,Ukraine,
524,515012,Orel,اورل,RU,Russia,
525,554318,Kalevala,کالوالا,RU,Russia,
526,563524,Elektrogorsk,الکتروگورسک,RU,Russia,
527,696743,Pokotylivka,پوکوتیلیوکا,UA,Ukraine,
528,702417,Lyubotyn,لیوبوتین,UA,Ukraine,
529,706483,Kharkiv,خارکف,UA,Ukraine,
530,465291,Zalegoshch,زالگوشچ,RU,Russia,
531,474324,Verkhovye,Verkhovye,RU,Russia,
532,497610,Seltso,سلتسو,RU,Russia,
533,571476,Bryansk,بریانسک,RU,Russia,
534,464993,Zaokskiy,زائوکی,RU,Russia,
535,501978,Revyakino,رویاکینو,RU,Russia,
536,560154,Gorelki,گورلکی,RU,Russia,
537,480562,Tula,تولا,RU,Russia,
538,462377,Zmiyevka,زمیوکا,RU,Russia,
539,561313,Glazunovka,گلازونوفکا,RU,Russia,
540,462169,Zolotukhino,زولوتوخینو,RU,Russia,
541,538560,Kursk,کورسک,RU,Russia,
542,578072,Belgorod,بلگورود,RU,Russia,
543,693598,Slatino,اسلاتینو,UA,Ukraine,
544,688696,Vysokyy,ویسوکی,UA,Ukraine,
545,697135,Pivdenne,پیودن,UA,Ukraine,
546,701347,Merefa,معروفا,UA,Ukraine,
547,704363,Krasnopavlivka,کراسنوپاولیوکا,UA,Ukraine,
548,698003,Panyutyne,پانیوتین,UA,Ukraine,
549,687700,Zaporizhzhya,زاپوریژیا,UA,Ukraine,
550,702072,Malokaterynivka,مالوکاترینیوکا,UA,Ukraine,
551,696262,Pryshyb,پریشیب,UA,Ukraine,
552,533008,Lvovskiy,لووسکی,RU,Russia,
553,697889,Pavlohrad,پاولوهراد,UA,Ukraine,
554,628175,Haradzishcha,هارادزیشچا,BY,Belarus,
555,561679,Gdov,گدوف,RU,Russia,
556,510347,Pestravka,پستراوکا,RU,Russia,
557,145964,Yeri,یری,CY,Cyprus,
558,2411585,Gibraltar,جبل الطارق,GI,Gibraltar,
559,1861454,Isawa,ايزاوا,JP,Japan,
560,1852915,Sasaguri,ساساگوری,JP,Japan,
561,2112571,Ishioka,ایشیوکا,JP,Japan,
562,1849796,Tsu-shi,تسو شی,JP,Japan,
563,2111277,Rifu,ریفو,JP,Japan,
564,1864750,Beppu,بپو,JP,Japan,
565,2014927,Tulun,تولون,RU,Russia,
566,2021093,Kuytun,کویتون,RU,Russia,
567,2012702,Zalari,زالاری,RU,Russia,
568,2021116,Kutulik,کوتولیک,RU,Russia,
569,2014022,Usolye-Sibirskoye,Usolye-Sibirskoye,RU,Russia,
570,2027667,Angarsk,انگارسک,RU,Russia,
571,2016764,Shelekhov,شلیخوف,RU,Russia,
572,2021343,Kultuk,کولتوک,RU,Russia,
573,2016422,Slyudyanka,اسليوديکا,RU,Russia,
574,2026979,Baykalsk,بایکالسک,RU,Russia,
575,2013225,Rechka-Vydrino,ریچکا-ویدرینو,RU,Russia,
576,2027276,Babushkin,بابوشکین,RU,Russia,
577,2014779,Turuntayevo,تورونتایوو,RU,Russia,
578,2013986,Ust-Barguzin,اوست-بارگوزین,RU,Russia,
579,2027109,Barguzin,بارگوزین,RU,Russia,
580,2021188,Kurumkan,کورومکان,RU,Russia,
581,577901,Beloozerskiy,Beloozerskiy,RU,Russia,
582,548652,Kimry,کیمری,RU,Russia,
583,3553478,Havana,هاوانا,CU,Cuba,
584,523523,Nalchik,نالچیک,RU,Russia,
585,1517060,Zaysan,زایسان,KZ,Kazakhstan,
586,2016334,Sokol,سوکول,RU,Russia,
587,577384,Bereza,برزا,RU,Russia,
588,1496153,Omsk,امسک,RU,Russia,
589,536206,Yubileyny,یوبیلی,RU,Russia,
590,1495797,Ovsyanka,اوسیانکا,RU,Russia,
591,2019309,Neryungri,نریونگری,RU,Russia,
592,512566,Pargolovo,پراگولائو,RU,Russia,
593,2013727,Vanavara,واناوارا,RU,Russia,
594,535806,Leskolovo,لسكلووو,RU,Russia,
595,1497543,Nizhnevartovsk,نیژنوارتوفسک,RU,Russia,
596,1503772,Khanty-Mansiysk,خانتی مانسیسک,RU,Russia,
597,2020221,Markha,مارخا,RU,Russia,
598,1540356,Raduzhnyy,رادوزنی,RU,Russia,
599,2019951,Mirnyy,میرنی,RU,Russia,
600,479411,Ukhta,اوختا,RU,Russia,
601,1498087,Nadym,نادیم,RU,Russia,
602,1496511,Novyy Urengoy,نووی اورنگوی,RU,Russia,
603,2014624,Udachnyy,اوداچنی,RU,Russia,
604,1493197,Salekhard,سالخارد,RU,Russia,
605,1486910,Vorkuta,ورکوتا,RU,Russia,
606,2126123,Chokurdakh,چوکورداخ,RU,Russia,
607,2015306,Tiksi,تیکسی,RU,Russia,
608,2022572,Khatanga,خاتانگا,RU,Russia,
609,2181133,Timaru,تیمارو,NZ,New Zealand,
610,3839982,Punta Alta,پونتا التا,AR,Argentina,
611,3430443,Necochea,نیکوکا,AR,Argentina,
612,6241325,Rotorua,روتوروا,NZ,New Zealand,
613,2158020,Merimbula,میریمبولا,AU,Australia,
614,2163055,Horsham,هورشم,AU,Australia,
615,2176401,Bega,بگا,AU,Australia,
616,3895088,Chillan,چیلان,CL,Chile,
617,2149645,Shepparton,شپارتون,AU,Australia,
618,3435038,Dolores,دولورس,AR,Argentina,
619,2162994,Howlong,چه مدت,AU,Australia,
620,2147756,Swan Hill,تپه قو,AU,Australia,
621,2160774,Lake Albert,دریاچه البرت,AU,Australia,
622,2078025,Adelaide,ادلاید,AU,Australia,
623,7289886,Fullarton,فولارتون,AU,Australia,
624,2057897,Woodville,وودویل,AU,Australia,
625,6943474,Athelstone,اتلستون,AU,Australia,
626,3441575,Montevideo,مونته ویدئو,UY,Uruguay,
627,2162733,Ingleburn,Ingleburn,AU,Australia,
628,3361025,Stellenbosch,استلنبوش,ZA,South Africa,
629,2171586,Chipping Norton,تراشه نورتون,AU,Australia,
630,2208305,Dee Why,دی چرا,AU,Australia,
631,2154219,Orange,نارنجی,AU,Australia,
632,3441684,Mercedes,مرسدس,UY,Uruguay,
633,2153778,Parkes,پارک ها,AU,Australia,
634,3883214,Limache,لیماچ,CL,Chile,
635,2168305,Dubbo,دوبو,AU,Australia,
636,1020641,Beaufort West,بوفور وست,ZA,South Africa,
637,1000543,Graaff-Reinet,گراف-رینت,ZA,South Africa,
638,2165159,Gloucester,گلوستر,AU,Australia,
639,2173911,Broken Hill,تپه شکسته,AU,Australia,
640,2169736,Cundletown,Cundletown,AU,Australia,
641,2171216,Cobar,کوبار,AU,Australia,
642,3440714,Salto,سالتو,UY,Uruguay,
643,2164206,Gunnedah,گوندا,AU,Australia,
644,2177671,Armidale,ارمیدیل,AU,Australia,
645,2155742,Narrabri,ناررابری,AU,Australia,
646,2171085,Coffs Harbour,بندر Coffs,AU,Australia,
647,3861824,Chamical,شیمیایی,AR,Argentina,
648,2162662,Inverell,اینورل,AU,Australia,
649,2156927,Moree,موري,AU,Australia,
650,995202,Howick,هویک,ZA,South Africa,
651,2167050,Evans Head,ایوانز هد,AU,Australia,
652,2172153,Casino,کازینو,AU,Australia,
653,2160063,Lismore,لیسمور,AU,Australia,
654,940909,Welkom,ولکم,ZA,South Africa,
655,6943556,Taigum,تایگوم,AU,Australia,
656,2173605,Buderim,بودریم,AU,Australia,
657,1017780,Boksburg,شهر باکسبرگ,ZA,South Africa,
658,3458147,Mafra,مافرا,BR,Brazil,
659,982899,Lichtenburg,لیختنبورگ,ZA,South Africa,
660,980921,Mabopane,مابوپان,ZA,South Africa,
661,3453535,Piraquara,پیراکوارا,BR,Brazil,
662,933726,Hukuntsi,هوکونتسی,BW,Botswana,
663,2077895,Alice Springs,الیس اسپرینگز,AU,Australia,
664,3471393,Aruja,اروجا,BR,Brazil,
665,6354929,Tom Price,تام پرایس,AU,Australia,
666,7262440,Valencia West,والنسیا وست,US,United States,
667,5495380,Tularosa,تولاروسا,US,United States,
668,6051123,Leamington,لیمینگتون,CA,Canada,
669,5920450,Chatham-Kent,چاتم کنت,CA,Canada,
670,6165719,Thorold,تورولد,CA,Canada,
671,6176823,Waterloo,واترلو,CA,Canada,
672,5991370,Keswick,کسویک,CA,Canada,
673,6150174,Smiths Falls,ابشارهای اسمیتس,CA,Canada,
674,5978683,Huntingdon,هانتینگدون,CA,Canada,
675,6138495,Saint-Jean-sur-Richelieu,سن ژان سور ریشلیو,CA,Canada,
676,6122037,Richelieu,ریشلیو,CA,Canada,
677,5923101,Clarence-Rockland,کلارنس-راکلند,CA,Canada,
678,6138374,Saint-Hyacinthe,سن هیاسینت,CA,Canada,
679,6137702,Sainte-Agathe-des-Monts,Sainte-Agathe-des-Monts,CA,Canada,
680,6076211,Moncton,مونتکتون,CA,Canada,
681,6137631,Saint-Come--Liniere,سنت بیا - لینیر,CA,Canada,
682,6945991,Plessisville,پلسیسویل,CA,Canada,
683,5897209,Becancour,بکنکور,CA,Canada,
684,6945989,Sainte-Marie,سنت ماری,CA,Canada,
685,7535681,Saint-Augustin-de-Desmaures,سنت اگوستین د دسمورس,CA,Canada,
686,7535692,La Pocatiere,لا پوکاتیره,CA,Canada,
687,7302644,Tracadie-Sheila,تراكادي شيلا,CA,Canada,
688,6137270,Saguenay,ساگنای,CA,Canada,
689,6354895,Rimouski,ریموسکی,CA,Canada,
690,6166142,Thunder Bay,خلیج تندر,CA,Canada,
691,6122085,Richmond,ریچموند,CA,Canada,
692,6085772,Nanaimo,نانیمو,CA,Canada,
693,6173331,Vancouver,ونکوور,CA,Canada,
694,6111632,Port Alberni,بندر البرنی,CA,Canada,
695,6078447,Morden,موردن,CA,Canada,
696,5911606,Burnaby,برنابی,CA,Canada,
697,6098642,Parksville,پارکسویل,CA,Canada,
698,7281936,West Kelowna,کلونا غربی,CA,Canada,
699,6111529,Portage la Prairie,Portage la Prairie,CA,Canada,
700,6144054,Selkirk,سلکرک,CA,Canada,
701,5887048,Armstrong,ارمسترانگ,CA,Canada,
702,5933070,Crossfield,کراسفیلد,CA,Canada,
703,5946820,Edson,ادسون,CA,Canada,
704,5946768,Edmonton,ادمونتون,CA,Canada,
705,964420,Port Elizabeth,بندر الیزابت,ZA,South Africa,
706,3453639,Pirassununga,پیراسونونگا,BR,Brazil,
707,933186,Orapa,اوراپا,BW,Botswana,
708,2065594,Mount Isa,کوه عیسی,AU,Australia,
709,3353715,Outjo,بیرون,nan,Namibia,
710,2060436,Tennant Creek,نهر تننت,AU,Australia,
711,3352593,Tsumeb,تسومب,nan,Namibia,
712,882100,Rusape,روساپه,ZW,Zimbabwe,
713,3934707,Mollendo,مولندو,PE,Peru,
714,2064735,Nhulunbuy,Nhulunbuy,AU,Australia,
715,158876,Itumba,ایتومبا,TZ,Tanzania,
716,155334,Magole,ماگول,TZ,Tanzania,
717,3573650,Tabaquite,تابوکیت,TT,Trinidad and Tobago,
718,3645213,Coro,Coro,VE,Venezuela,
719,1259434,Polur,پولور,IN,India,
720,1268189,Kanakapura,کاناکاپورا,IN,India,
721,1609350,Bangkok,بانکوک,TH,Thailand,
722,3600328,Villa Nueva,ویلا نوئوا,HN,Honduras,
723,1608057,Pak Chong,پاک چونگ,TH,Thailand,
724,2455290,Kidal,کیدال,ML,Mali,
725,2446796,Bilma,بیلما,NE,Niger,
726,3495694,Otra Banda,اوترا باندا,DO,Dominican Republic,
727,3515302,Toluca,تولوکا,MX,Mexico,
728,3530139,Coyoacan,کویواکان,MX,Mexico,
729,1257896,Sadabad,سداباد,IN,India,
730,6354970,Puerto Rico,پورتوریکو,ES,Spain,
731,2521692,Arafo,ارافو,ES,Spain,
732,1860112,Kanoya,کانویا,JP,Japan,
733,1790100,Xiaolingwei,شیائولینگ وی,CN,China,
734,2467783,Remada,ریمادا,TN,Tunisia,
735,2263491,Santana,سانتانا,PT,Portugal,
736,1864572,Chikushino-shi,چیکوشینو-شی,JP,Japan,
737,1849299,Umi,اومی,JP,Japan,
738,1848087,Yukuhashi,یوکوهاشی,JP,Japan,
739,1168197,Peshawar,پیشاور,PK,Pakistan,
740,5301442,Lake of the Woods,دریاچه جنگل ها,US,United States,
741,1851426,Sumoto,سوموتو,JP,Japan,
742,1857334,Mihara,میهارا,JP,Japan,
743,4190542,Dahlonega,دالونگا,US,United States,
744,1850034,Tondabayashi,تندابایاشی,JP,Japan,
745,5322400,Adelanto,ادلانتو,US,United States,
746,1851717,Shizuoka-shi,Shizuoka-shi,JP,Japan,
747,1855416,Niimi,نییمی,JP,Japan,
748,1854902,Numazu,نومازو,JP,Japan,
749,1856057,Nagoya-shi,ناگویا-شی,JP,Japan,
750,146268,Nicosia,نیکوزیا,CY,Cyprus,
751,1861602,Inazawa,اینازاوا,JP,Japan,
752,1855380,Ninomiya,نینومیا,JP,Japan,
753,1861449,Isehara,ایسهارا,JP,Japan,
754,1861864,Iida,ایدا,JP,Japan,
755,1859642,Kawasaki,کاوازاکی,JP,Japan,
756,1862599,Hino,هینو,JP,Japan,
757,1855503,Nerima,نریما,JP,Japan,
758,1852502,Shiki,شیکی,JP,Japan,
759,1851604,Soka,سوکا,JP,Japan,
760,1907125,Kamifukuoka,کامیفوکووکا,JP,Japan,
761,2563232,Attard,حمله کردن,MT,Malta,
762,2563191,Birkirkara,بیرکرکارا,MT,Malta,
763,6822108,Inashiki,ایناشیکی,JP,Japan,
764,1854022,Ono,اونو,JP,Japan,
765,1852347,Shimodate,Shimodate,JP,Japan,
766,2112232,Kitaibaraki,کیتایباراکی,JP,Japan,
767,2513509,Moron de la Frontera,Moron de la Frontera,ES,Spain,
768,2110959,Sukagawa,سوکاگاوا,JP,Japan,
769,2525593,Barrafranca,بارافرانکا,IT,Italy,
770,2523619,Ribera,ریبرا,IT,Italy,
771,2524179,Menfi,منفی,IT,Italy,
772,2523850,Pedara,پدرا,IT,Italy,
773,2524205,Mazara del Vallo,مازارا دل والو,IT,Italy,
774,251280,Zakynthos,زاکینتوس,GR,Greece,
775,2521694,Aracena,اراسنا,ES,Spain,
776,260172,Khalandrion,خالاندریون,GR,Greece,
777,262135,Galatsi,گالاتسی,GR,Greece,
778,257365,Megara,مگارا,GR,Greece,
779,262752,Elefsina,الفسینا,GR,Greece,
780,257302,Melissia,ملیسیا,GR,Greece,
781,2525729,Altofonte,التوفونته,IT,Italy,
782,257811,Mandra,ماندرا,GR,Greece,
783,2524070,Montelepre,مونته پرپ,IT,Italy,
784,2523630,Reggio Calabria,رجیو کالابریا,IT,Italy,
785,2525597,Barcellona-Pozzo di Gotto,بارسلونا-پوزو دی گتو,IT,Italy,
786,262609,Erythres,اریترس,GR,Greece,
787,2524170,Messina,مسینا,IT,Italy,
788,2511102,Santa Pola,سانتا پولا,ES,Spain,
789,2518559,Elche,الچه,ES,Spain,
790,2523738,Polistena,پولیستنا,IT,Italy,
791,252190,Vasilikon,واسیلیکون,GR,Greece,
792,2518505,Elda,الدا,ES,Spain,
793,265560,Agrinio,اگرینیو,GR,Greece,
794,2512177,Puertollano,پورتولانو,ES,Spain,
795,2271140,Barcarena,بارکارنا,PT,Portugal,
796,4270936,Ellis,الیس,US,United States,
797,2525473,Cagliari,کالیاری,IT,Italy,
798,2524084,Monserrato,مونسراتو,IT,Italy,
799,2519880,Casas Ibanez,کازاس ایبانز,ES,Spain,
800,2524844,Dolianova,دلیانوا,IT,Italy,
801,5445194,Colby,کلبی,US,United States,
802,2524352,Luzzi,لوزی,IT,Italy,
803,315985,Edremit,ادرمیت,TR,Turkey,
804,2111834,Morioka-shi,موریوکا-شی,JP,Japan,
805,258576,Larisa,لاریسا,GR,Greece,
806,3181670,Botrugno,بوتروگنو,IT,Italy,
807,616417,Metsamor,متسامور,AM,Armenia,
808,3125144,Chinchon,چینچون,ES,Spain,
809,3116157,Morata de Tajuna,موراتا دو تاجونا,ES,Spain,
810,3165084,Tursi,تورسی,IT,Italy,
811,735563,Kozani,کوزانی,GR,Greece,
812,3165851,Teggiano,تگیانو,IT,Italy,
813,3118155,Loeches,زالو,ES,Spain,
814,3117735,Madrid,مادرید,ES,Spain,
815,3170350,Pomarico,پوماریکو,IT,Italy,
816,736638,Agia Trias,اگیا تریاس,GR,Greece,
817,736083,Kalamaria,کالاماریا,GR,Greece,
818,735764,Chortiatis,کورتیاتیس,GR,Greece,
819,734077,Thessaloniki,تسالونیکی,GR,Greece,
820,3170027,Potenza,پوتنزا,IT,Italy,
821,736450,Nea Ionia,نئونیا,GR,Greece,
822,2129211,Misawa,میساوا,JP,Japan,
823,4902065,Metamora,متامورا,US,United States,
824,734924,Nigrita,نیگریتا,GR,Greece,
825,735861,Kavala,کاوالا,GR,Greece,
826,3164219,Villa Literno,ویلا لیترنو,IT,Italy,
827,3166056,Sturno,استورنو,IT,Italy,
828,5106014,Wanaque,واناک,US,United States,
829,734330,Serres,سرس,GR,Greece,
830,735640,Komotini,کوموتینی,GR,Greece,
831,733840,Xanthi,زانتیا,GR,Greece,
832,5160041,Lagrange,لاگرانژ,US,United States,
833,3106492,Valls,والس,ES,Spain,
834,6534279,Piedimonte Matese,Piedimonte Matese,IT,Italy,
835,3120619,LHospitalet de Llobregat,LHospitalet de Llobregat,ES,Spain,
836,3128760,Barcelona,بارسلونا,ES,Spain,
837,3110921,Sant Adria de Besos,سانت ادریا دی بسوس,ES,Spain,
838,3176885,Foggia,مه,IT,Italy,
839,734880,Orestiada,اورستیادا,GR,Greece,
840,3122912,Esparreguera,اسپارگورا,ES,Spain,
841,3108286,Terrassa,تراسا,ES,Spain,
842,3118514,Lleida,لیدا,ES,Spain,
843,3108681,Soria,سوریا,ES,Spain,
844,3128978,Balaguer,بالاگور,ES,Spain,
845,3172074,Olevano Romano,اولوانو رومانو,IT,Italy,
846,3110983,Salt,نمک,ES,Spain,
847,3114531,Palencia,پالنسیا,ES,Spain,
848,3123688,Ejea de los Caballeros,Ejea de los Caballeros,ES,Spain,
849,3176772,Forano,فورانو,IT,Italy,
850,4905572,Pecatonica,پکاتونیکا,US,United States,
851,3126373,O Carballino,ای کاربلینو,ES,Spain,
852,3170590,Pizzoli,پیتزولی,IT,Italy,
853,3113236,Ponferrada,پونفرادا,ES,Spain,
854,3118532,Leon,لئون,ES,Spain,
855,3106313,Vega de Espinareda,وگا د اسپیناردا,ES,Spain,
856,2130452,Chitose,چیتوز,JP,Japan,
857,3127850,Bonar,بونار,ES,Spain,
858,3109642,Santiago de Compostela,سانتیاگو دو کامپوستلا,ES,Spain,
859,3106090,Bergara,برگارا,ES,Spain,
860,3118228,Llodio,للودیو,ES,Spain,
861,3165381,Torrita di Siena,توریتا دی سیه نا,IT,Italy,
862,2990919,Narbonne,ناربون,FR,France,
863,3109453,Barakaldo,باراکالدو,ES,Spain,
864,3127224,Cabezon de la Sal,کابزون د لا سال,ES,Spain,
865,3109041,Sestao,سستائو,ES,Spain,
866,3028652,Carbonne,کربن,FR,France,
867,5260694,Lodi,لودی,US,United States,
868,2995469,Marseille,مارسی,FR,France,
869,4853059,Cresco,کرسکو,US,United States,
870,3118304,Llanes,هواپیما,ES,Spain,
871,3108534,Suances,مزه ها,ES,Spain,
872,3038493,Aigues-Mortes,اگیس-مورتس,FR,France,
873,3170798,Pietra la Croce,پیترا لا کروس,IT,Italy,
874,3170321,Ponsacco,پونساکو,IT,Italy,
875,3176959,Firenze,اتش سوزی,IT,Italy,
876,3183147,Altopascio,التوپاسیو,IT,Italy,
877,3173008,Montecarlo,مونت کارلو,IT,Italy,
878,3172828,Montemurlo,مونتمورلو,IT,Italy,
879,3000329,Les Mees,لس میس,FR,France,
880,3028322,Castelsarrasin,Castelsarrasin,FR,France,
881,3167373,SantArcangelo di Romagna,SantArcangelo di Romagna,IT,Italy,
882,5763011,Box Elder,جعبه بزرگتر,US,United States,
883,3179523,Castelnuovo di Garfagnana,Castelnuovo di Garfagnana,IT,Italy,
884,3181832,Borghetto Santo Spirito,بورگتو سانتو اسپیریتو,IT,Italy,
885,3174649,Loano,لوانو,IT,Italy,
886,3179830,Casola Valsenio,کازولا والسنیو,IT,Italy,
887,3166228,Spotorno,اسپوتورنو,IT,Italy,
888,3164988,Vado Ligure,Vado Ligure,IT,Italy,
889,3169670,Quiliano,کولیانو,IT,Italy,
890,5237056,Hinesburg,هینزبورگ,US,United States,
891,5819881,Buffalo,بوفالو,US,United States,
892,673382,Mihail Kogalniceanu,میخائیل کوگالنیسئانو,RO,Romania,
893,3182244,Beinette,بینت,IT,Italy,
894,5769489,Sturgis,استورگیس,US,United States,
895,5821593,Cody,کودی,US,United States,
896,3176467,Fusignano,فوزیانانو,IT,Italy,
897,5272776,Seymour,سیمور,US,United States,
898,5027765,Gaylord,گیلورد,US,United States,
899,3168239,San Giovanni in Persiceto,سان جیووانی در پرسیستو,IT,Italy,
900,3169522,Reggio nellEmilia,Reggio nellEmilia,IT,Italy,
901,3177090,Ferrara,فرارا,IT,Italy,
902,3180496,Carmagnola,کارماگنولا,IT,Italy,
903,3168350,Sangano,سانگانو,IT,Italy,
904,3176130,Giaveno,جیاونو,IT,Italy,
905,3171058,Piacenza,پیاسنزا,IT,Italy,
906,3164154,Villar Focchiardo,ویلار فوشیاردو,IT,Italy,
907,4991613,East Jordan,اردن شرقی,US,United States,
908,3174922,Legnago,لگناگو,IT,Italy,
909,6535371,San Martino in Strada,سان مارتینو در استرادا,IT,Italy,
910,3174638,Lodi,لودی,IT,Italy,
911,5039857,Oak Grove,Oak Grove,US,United States,
912,3177841,Crema,کرما,IT,Italy,
913,3164527,Verona,ورونا,IT,Italy,
914,3169447,Rho,ره,IT,Italy,
